prompt,target,ngram,seq2seq,gpt2,t5,BLEU_ngram,ROUGE_ngram,BLEU_seq2seq,ROUGE_seq2seq,BLEU_gpt2,ROUGE_gpt2,BLEU_t5,ROUGE_t5
"else, road Joke:","Anything else? No, the road already has enough potholes.","else road to recovery , ' 'drive my car ' win top prizes at independent spirit awards",The road looks like it’s a haunted house—like someone took you to a different reality.,"If anything, this road is the final stop. It’s where disappointment leaves.",We're another road route. We're all headed around. It's an old road.,3.009804384352828,0.17391304347826086,2.908317710573757,0.15384615384615383,3.716499092256817,0.18181818181818185,3.1251907639724417,0.08333333333333334
"could, gordon Joke:",Could Gordon help? Nobody knows. Gordon disappeared mentally in 1995.,"could gordon shore up postal service , delivery",Could Gordon fix this? Absolutely. He's already saying 'didn't give up.',Did Gordon survive? Probably. Gordon still looks lost.,"Could gordon do that? He replied, But I'm still confused.",0.0,0.23529411764705882,6.608973813188645,0.17391304347826086,7.858254245931845,0.22222222222222224,4.065425428798724,0.1904761904761905
The 20 Funniest Tweets From Women This Week (May 21-27) Joke:,Women's tweets killed—they're basically processing society through humor.,the 20 funniest tweets from women this week ( may 21-27 ),Women's funny tweets aren't the answer to women's stress—they're just an excuse to laugh at life again.,Women joke about things—that's their way of life.,"Women Tweeted—they're funny, but women's Tweets are the most.",2.8398387225677895,0.09090909090909091,2.8265205879007453,0.30303030303030304,4.767707020457095,0.1904761904761905,3.7477767366779213,0.34782608695652173
"give, lieutenant Joke:","Give me a lieutenant. I said, For what? He replied, To have someone below me on the ladder.",give lieutenant <s> -,"Give me a lieutenant. He said, I could give up on you. I replied, I could.",Give me a lieutenant—I need motivation.,Give him lieutenant—my brain said 'til you give up 'til you give me'.',0.47739553109369953,0.1904761904761905,22.574489207984943,0.35294117647058826,2.6716039372068647,0.4,2.028969988565578,0.25
"thanks, understand Joke:",Thanks for trying to understand me—it’s a full-time job.,thanks understand <s> how much do tiktok beauty influencers make for sponsored content ?,"Thanks, understand; I know this happened. We're confused now. Mutual regret for not understanding now.","Thanks, understand… for my failure.",Thanks for understanding. It's the whole process. It's really a matter of how I'm talking about.,2.908317710573757,0.24000000000000002,2.7076576267554477,0.21428571428571427,5.630400552901077,0.23529411764705882,4.814971807094068,0.3870967741935484
"need, academy Joke:",I need an academy just to manage my procrastination skills.,need academy over oscars snub in netflix 's 'rescued by ruby ' euthanized,"I need an academy in life to know I belong. He asked, Why? I replied, To learn how to procrastinate efficiently.","Need academy? We're not looking for it. We're just waiting for the exam. He asked, What? I replied, To do it well.","I need the academy. I’m in the mood. I said, We don’t get tired of it.",3.673526562988939,0.1818181818181818,10.008350737965104,0.3870967741935483,1.8196871111910016,0.23529411764705882,4.553719184146073,0.21428571428571427
The Funniest Tweets From Parents This Week (May 28-June 3) Joke:,Parents' tweets killed—because exhaustion is the funniest drug.,the funniest tweets from parents this week ( may 28-june 3 ),Parents' tweets—also hilarious—are probably the funniest moments in parenting history.,Parents' tweets went viral—family humor included.,Parents' tweets are hilarious—especially those that do not count for them.,6.285596338261262,0.19999999999999998,8.913765521398126,0.380952380952381,10.923299908191149,0.25,7.495553473355845,0.1904761904761905
"know, score Joke:",You know your score is bad when the curve becomes a rumor. ​,"know score charge trump , gop rep. madison cawthorn receives a brutal election reality check",I know my score—it’s too low. Too bad my heart rate is a scorecard.,I know my score… mostly because I'm good at procrastination.,"I know the score is a hard one, but my heart never said, 'I'm the quickest one to hit.'",3.4585921141027365,0.23076923076923075,3.6570159134143823,0.28571428571428575,3.393026569182827,0.17391304347826086,4.334264033674369,0.25
"thank, field Joke:",Thank the field for being muddy; my shoes now look like modern art.,thank field ',Thank the field. It has a history of teaching you how to ignore it.,Thank the field for being the field of error. My GPS gave up instantly.,Thank the field for allowing me to do some other stuff.,0.5039742260635457,0.2666666666666667,9.782375748961453,0.22222222222222224,23.961829057131983,0.4444444444444445,17.45832536535669,0.33333333333333337
Dave Chappelle Rejects His High School's Offer To Name Theater After Him Amid Controversy Joke:,Chappelle said no to the theater—his reputation's still complicated.,dave chappelle rejects his high school 's offer to name theater after him amid controversy fans gleefully pounce on it,"Chappelle rejected a high school offer—that's theater, and also an apology.",He agreed to play a theatre—that's his dignity.,Chappelle rejected an offer to name a theater after a controversy—that's something he's talking about.,1.9146030690102511,0.19354838709677416,3.673526562988939,0.16666666666666669,5.0735520042259505,0.1904761904761905,3.21858262703621,0.27586206896551724
"hear, control Joke:",I can’t hear you—I’m trying to control my chaos.,hear control protections,You hear the commands? They're programmed into your brain and never stop.,Hear what you hear—control and chaos.,"I hear control—my head stops. I replied, My boss said, My brain stops.",3.361830360737634,0.26666666666666666,3.377156414337854,0.08,8.55635852921339,0.4210526315789474,3.009804384352828,0.30769230769230765
"john, supposed Joke:",John supposed to help? He’s napping too.,john supposed,"John said something? I replied, Not supposed. He said, It was his fault. I said, It's my fault? He replied, And also your fault.",John supposed to eat… or nap.,"A boy should be supposed to eat a meal, and I'm supposed to be thinking about it.",1.509869171115925,0.4,1.5883027492953543,0.24242424242424243,19.740631366145518,0.5714285714285715,4.480836160121357,0.15384615384615383
"take, population Joke:",Take population into account… and double the snacks.,"take population grows in suburbs , shrinks in cities",I took the population as an excuse to think I could do better than the rest of you. ​,"Take population. Look, the population's rising. Very dramatic. That's the planet's saying 'hi' to everyone.",Take a population to see them; the population is a mystery.,4.767707020457095,0.25,2.5197593442434796,0.15384615384615383,4.553719184146073,0.23076923076923078,4.368583925857938,0.3157894736842105
"wrong, august Joke:",Wrong turn in August—summer vacation officially ruined.,"wrong august as employers add 315,000 jobs","Did August say April? I said, April is summer for me. He replied, Then why don't you show up early?",You’re wrong—August is hot.,I’m wrong. The august is august. Rather than that.,0.0,0.25,1.506189323093867,0.13793103448275862,5.862502026550896,0.28571428571428575,3.3864985683445354,0.22222222222222224
The Supreme Court Just Made It More Likely Innocent People Will Be Executed Joke:,The Court made executions easier—that's not how justice is supposed to work.,the supreme court just made it more likely innocent people will be executed to world video game hall of fame decision,The court says executions are justified—that's literally saying 'this is just a court joke.',The Court's ruling—legalized murder. That's justice without the prison.,The Supreme Court's making it more likely that innocent people will be executed—that's not a case.,2.159701133933343,0.2857142857142857,3.4585921141027365,0.39999999999999997,4.11236251403474,0.3846153846153846,3.009804384352828,0.36363636363636365
"phone, season Joke:",Phone season is here—notifications breed like rabbits.,phone season after betting on nfl games,"My phone is calling me every season. I asked, Why? He replied, To avoid spoilers.","Phone season. We're playing together. He asked, How? I replied, We're just trying to find a way to get back to the real thing.","Phone, season, and all of life. All day. You’re not a kid. Often you want to get lost.",5.693025330278465,0.26666666666666666,2.5197593442434796,0.1739130434782609,2.747878682374729,0.11764705882352941,2.0705706652424007,0.14814814814814814
"right, addition Joke:","You’re right, addition is easy—until numbers start acting shy.","right addition ' fails the bechdel test , and twitter users have thoughts","You’re right, addition sounds impressive when you add four more notes. ​","You’re right, I added an extra option—it added excitement.","You're right, additions are not important—it's just my main task.",4.065425428798724,0.18181818181818182,18.798317647335093,0.34782608695652173,14.991106946711685,0.2727272727272727,7.495553473355845,0.33333333333333337
"understand, river Joke:",I understand the river—it just keeps flowing away from problems.,understand river,I understand the river—turns out life is hard on this one.,Understand the river—my snacks are drowning.,I understand the river—it's like a lake craziness.,0.5554498269121152,0.3076923076923077,13.545994273378144,0.34782608695652173,4.410363736106611,0.33333333333333326,15.270725349716185,0.47619047619047616
