word,frequency
hereafter,4
letters,268
sighs,763
pin,71
faced,139
character,512
notice,237
hasty,18
exit,75
psst,24
typewriter,22
progress,211
conclusion,67
toy,105
attack,513
unprepared,8
wouldn,15
worrying,67
received,710
note,373
warren,83
persuade,47
shortest,16
journey,149
cigarette,126
pocket,138
dining,80
notes,429
immediate,112
within,929
stateroom,5
coughs,66
post,523
insists,24
support,689
accustomed,28
seek,108
treasure,98
laughs,707
consult,25
scotch,48
dissipation,2
hunches,3
jitters,4
barton,21
bar,967
favorites,30
opens,163
investigating,62
hook,133
appreciated,31
withdraw,42
receive,178
mysterious,107
rabbit,69
turtle,51
distressing,6
closes,144
grabbed,52
dropping,78
expert,139
scheme,108
experiment,110
discovery,142
forwards,8
whinnying,9
shouting,221
discovered,330
carry,287
threat,141
contradiction,11
directly,230
automatic,71
apparatus,27
heat,262
alarm,190
damage,269
letting,163
smithers,12
booms,3
squeaking,22
asleep,164
gin,38
misery,28
naturally,108
discharge,39
absolutely,496
cleaning,116
loaded,86
cartridges,5
ghost,233
matches,220
bullets,92
bullet,121
leg,289
sympathy,53
compliments,27
compliment,38
deduction,9
admitted,114
ability,204
whom,308
liked,313
buzz,45
ocean,229
fish,431
trail,170
dropped,260
sworn,52
rooster,21
lawn,44
mower,10
annoying,59
desperate,111
speaking,445
chinese,360
confine,4
eagle,76
reward,87
glue,37
horn,176
sounding,28
closer,215
eddie,436
brill,8
pleased,116
threats,43
allowed,409
trailer,52
plan,817
entering,81
saturday,227
crosses,49
stomping,7
goin,263
confound,1
fickliest,1
dislike,20
switched,80
alike,52
build,312
hotel,492
nap,36
hiya,63
racket,20
loud,175
puttin,6
unknown,163
palooka,1
dime,55
favorite,298
plastering,3
lefty,9
planted,67
figured,274
guarded,24
closely,111
grass,88
conceal,11
snake,118
comb,19
workout,11
grateful,88
kindness,36
wade,56
fifths,5
months,991
advertise,6
contraption,9
ignorance,29
inquire,13
nature,376
device,169
latest,118
system,1038
timing,80
lamp,117
directs,10
beam,73
box,529
contains,278
photoelectric,2
cell,391
passes,103
operates,62
camera,313
booth,100
possible,704
al,565
interested,354
begin,266
diagram,5
explained,103
automatically,39
timer,21
twenty,291
form,720
beside,71
cameras,106
point,1315
turns,278
speed,379
movie,617
film,1620
developed,393
developer,30
actual,156
judges,93
perfection,22
mechanical,70
brain,360
appears,299
strangely,29
disobey,4
helping,266
racetrack,6
hay,25
flirt,24
cotton,83
solution,146
dye,35
forehead,39
fastest,64
screw,160
tube,105
managed,256
secure,124
foam,35
bubbles,23
contain,105
stimulant,12
masquerader,1
appearance,288
champion,177
cahoot,1
cheat,72
public,959
cahooting,1
roots,66
directions,50
lightning,90
curtain,43
haywire,6
arranged,135
raised,226
trips,57
shade,36
releases,68
birds,215
rent,159
laundry,81
self,544
dick,340
wise,142
phones,76
cops,319
tries,114
tapped,20
joe,677
charm,81
replace,128
pole,114
phony,35
slipup,1
nah,140
operated,194
lansing,7
demand,111
protection,206
association,481
confidence,94
depend,54
protect,408
racketeers,2
available,424
station,1092
detail,143
assurance,16
departure,69
threatening,73
useless,104
oar,5
firecrackers,2
moving,566
philadelphia,191
chicago,341
san,541
francisco,226
reporting,69
cincinnati,51
snoot,1
chuck,109
flash,134
veins,31
danger,221
refuses,54
chesterjockey,1
backs,58
rider,105
gilroy,8
specialist,52
exciting,146
makings,2
crowding,6
booths,6
takers,6
golden,261
fleece,15
shrapnel,18
follows,151
moneymaker,3
jester,1
least,1117
estimated,121
feature,195
biggest,223
upset,296
onp,1
entries,29
arriving,77
receiving,120
final,914
inspection,34
bling,8
laundly,1
shutsoff,1
signal,209
hat,233
paddock,5
cousin,207
claim,194
relationship,452
urgent,49
fireworks,46
exploding,23
idiot,194
apologize,196
motor,191
siren,79
wailing,63
rings,315
remove,127
colors,94
force,744
vital,61
bumblebee,12
suggest,213
saddling,1
ridin,2
valet,16
successful,337
double,436
crossed,100
frank,496
policeman,57
calltopost,1
terry,123
gringo,17
healey,6
richardson,50
beaumont,17
elsie,4
clicks,68
certain,454
wins,178
loses,55
spectators,12
announceronp,1
indistinct,197
steadily,18
noted,205
pace,71
stamina,5
terrific,100
tiring,4
reserve,145
famous,441
forging,6
moves,161
establish,97
record,830
favored,29
stride,6
defender,48
king,1240
leaders,192
falters,2
magnificent,58
animals,230
tearing,31
struggle,160
inch,132
stretch,81
history,1488
yards,129
hurls,2
clamoring,15
meers,1
cough,40
ringleader,4
givin,18
lyin,10
fished,11
monica,76
intercom,20
buzzes,14
headquarters,208
object,150
apparent,71
rushed,33
request,160
hunky,3
dory,3
disguised,24
herded,5
criminals,58
enlarged,21
dart,32
shoulder,126
explanation,109
custody,112
solving,17
absent,37
excitement,56
polite,54
searched,42
objection,42
slightest,26
clearly,216
buy,634
refused,151
substituted,17
offer,381
ridiculous,209
profited,4
exchange,192
running,893
ringer,14
cleaned,76
murdered,221
struck,122
appear,248
chief,679
amusing,24
carrying,175
blooded,25
frequently,80
quarreled,2
losses,73
fearing,18
stab,37
cruel,92
mistake,389
difficulty,69
contents,57
legible,3
stamp,59
suspected,62
hoax,12
corroboration,6
fake,166
haste,8
anticipating,5
proving,32
confession,73
stewards,16
expose,39
plot,231
discover,85
temptation,31
cash,330
furnish,3
household,148
clue,88
male,319
chorus,86
fades,11
drums,195
buglefanfare,1
whooping,27
speech,208
quiets,1
opportunity,284
undue,2
importance,117
however,1322
music,2022
heretofore,3
seemed,222
virtue,34
prerogative,11
commander,365
navy,342
contraband,11
lawful,17
craves,2
affection,54
bubblin,1
pour,57
applesauce,2
roast,38
society,522
impertinence,2
angry,273
hooting,7
gal,31
sockdolaging,1
mantrap,2
audience,258
heaped,1
pile,65
cigar,31
gunshot,98
screams,231
screaming,447
sic,14
semper,6
tyrannis,2
lincoln,103
shoutingcontinue,1
thunderclaps,6
ramming,3
skin,245
potomac,11
mudd,46
sam,820
bend,69
chiming,14
doorbell,101
ringing,264
stork,18
lookin,113
yawning,10
waitin,21
visits,61
eleven,100
martha,76
batter,13
cakes,24
raining,28
broken,367
thunderclap,20
boot,54
transverse,8
fracture,32
splints,1
baltimore,144
abe,42
mercy,101
doctors,189
dyin,8
brandy,51
gasps,350
downright,11
travel,292
prescription,43
ease,69
pain,402
sedative,13
rude,89
abrupt,9
thunder,129
rumbling,41
heavens,41
lock,248
deserving,18
families,398
philanthropists,3
pill,46
peddler,5
piney,1
unhappy,63
goodness,128
sweetest,17
aimed,45
marse,14
buggy,12
samuel,118
slavery,79
states,1552
rights,379
constitution,103
united,1663
fundamental,71
truths,11
igad,11
individual,284
secede,3
chose,131
hominy,2
grits,19
flies,65
ails,3
w,489
grandpa,50
shoo,30
chuckling,148
stuttering,11
twelve,178
generation,212
janglin,1
law,1084
coloneljeremiah,1
milford,15
dyer,18
cavalry,75
maryland,136
filthy,80
affairs,146
ofjohn,3
wilkes,14
actors,105
rockaby,1
lived,505
spanked,2
dolly,48
spur,37
blamed,58
official,441
sentiments,15
southerner,2
vote,267
bluff,24
slaver,6
giddyap,11
vow,35
mule,35
peggy,41
mornin,21
hounds,9
bustin,6
vittles,3
meanin,1
conspiracy,75
assassination,57
abraham,67
courage,104
murderers,42
traitors,10
erickson,7
assistant,350
trial,376
conspirators,7
beloved,58
souls,82
grave,112
responsibility,166
determine,107
guilt,76
innocence,38
handful,41
rebels,49
bloodshed,8
solemn,9
federal,366
verge,21
hysteria,10
civil,325
sword,248
hardness,5
riots,27
mob,101
rule,306
resumption,5
itself,426
suggestions,30
judgment,103
decision,388
troubled,41
trifling,5
technicalities,4
pedantic,1
regard,87
customary,13
rules,438
influenced,109
obnoxious,16
creation,135
legal,300
reasonable,95
briefly,91
prisoners,105
session,153
thejudge,2
advocate,54
resisting,15
members,700
criminal,215
assassinate,14
charged,154
david,767
herold,1
lewis,366
payne,21
atzerodt,2
michael,797
laughlin,5
edward,306
spangler,6
arnold,102
surratt,8
whimpers,33
ewing,48
counsel,67
cases,279
department,611
its,3778
defend,113
instruct,13
defendant,88
silent,118
respect,400
observing,33
conduct,100
trials,103
whit,28
j,770
loyalty,60
dyed,17
wool,37
served,663
showed,328
examined,39
confessed,30
aided,19
ended,307
defense,349
nine,463
officers,243
stripped,32
blacken,3
memories,139
injustice,17
assassin,34
confide,6
physician,70
devotion,33
risk,306
heartbreak,10
worship,84
ignore,77
remarks,40
bulletins,14
key,519
clattering,28
sobbing,115
verdict,35
nightmare,77
towards,295
drawer,36
rolltop,1
bills,123
collecting,43
dresses,30
downstairs,152
hunter,140
gasping,120
drumroll,10
cries,55
phew,19
imprisonment,47
guards,194
william,729
dunger,2
insubordination,6
striking,53
otto,87
lehrman,2
desertion,9
mosquitoes,17
byjudas,1
fore,8
chains,54
figuring,23
thoughts,134
heads,301
slops,3
breaking,237
moat,11
wide,313
deep,379
pets,33
whistling,55
mosquito,8
larvae,26
medico,6
circumstances,118
aid,165
assumed,119
profession,52
dishonored,6
membership,85
despise,8
whatsoever,39
taps,10
footsteps,71
maiben,3
district,1060
superior,101
satisfaction,30
produced,487
devise,6
tojudge,1
writ,7
habeas,5
corpus,17
obtained,125
simply,257
municipality,234
honored,67
scott,267
surely,124
exoneration,1
trust,851
authorities,179
reopen,19
disturb,30
pawn,25
mortgage,41
escape,297
brigade,183
seize,37
vessel,70
ashes,58
foolhardy,1
advice,213
abandon,65
chickenhearted,1
lawyers,76
fiddling,6
messin,7
lookee,4
stonewalljackson,1
toledo,38
spitting,16
sharks,64
lights,221
swim,111
unlatching,3
block,241
cells,196
swapped,7
relieve,20
notify,32
sentries,4
judas,28
magazine,402
waves,80
crashing,72
boarder,2
rankin,11
whispering,108
yells,92
assembly,237
gunfire,52
barrage,13
mangy,7
starboard,11
panting,137
wounded,121
sobs,30
prince,430
leaned,6
sleeping,277
beauty,260
smack,31
waked,4
forever,368
calls,354
holler,25
hoarse,2
supplies,102
refuse,93
yellow,232
coward,68
bloody,434
livered,2
action,540
cannon,43
kingdom,386
clark,173
causes,125
fever,109
spreads,23
commandant,46
orderly,18
muck,15
hound,17
loading,33
rafts,8
shoving,6
shore,94
surf,47
tend,81
pleases,6
among,578
curious,97
mission,449
desperately,30
pesthole,1
teeming,2
epidemic,28
terror,70
trapped,139
decide,202
macintyre,21
possibly,291
exposure,73
straw,35
mess,272
hall,541
barricaded,5
patients,195
deserted,29
authority,237
audible,24
dialogue,112
voices,96
overlapping,22
hanged,25
mutinied,2
posts,49
courtyard,32
scaffold,5
digging,78
dig,136
necks,18
eyeballs,20
swells,9
hisself,8
proposition,31
workers,231
popped,31
windows,163
sash,9
sunlight,28
blankets,26
comfortable,158
faces,133
smash,46
tear,94
hurricane,76
cooling,37
blasted,10
chased,45
loudly,25
exhausted,51
offshore,28
dozen,128
bellyaches,1
ladder,48
flag,197
negro,37
mast,14
turnin,3
headin,7
prepared,192
messenger,57
military,689
portjefferson,1
florida,249
testify,70
checking,116
recent,249
direct,248
extraordinary,96
unselfish,9
bravery,20
skill,61
behalf,104
personnel,165
including,1299
enlisted,23
civilians,45
urging,16
executive,244
clemency,6
heroism,6
demands,96
thin,149
cheeks,21
wrists,22
approaching,89
obliged,31
nick,274
grips,14
cab,119
wonderful,474
wednesday,95
dimples,4
smiles,21
intelligent,76
playmate,3
wench,9
snag,14
shark,66
fingers,142
marvellous,29
teaching,238
university,1615
worries,63
comics,54
julia,171
seton,24
address,268
usual,194
custom,61
callers,7
arrive,114
coat,177
ned,218
church,983
bathroom,228
button,138
seriously,381
enormous,69
central,694
echo,60
criticizing,10
bouncer,7
companion,69
silly,230
sacred,113
delighted,54
suddenly,240
piano,242
pleasant,90
accomplishments,26
grit,3
millions,132
plain,120
began,859
bare,47
fireplace,18
setons,2
words,572
wizard,55
finance,96
engagement,95
handled,65
impression,79
terribly,84
crawled,17
knees,108
jest,6
spilling,13
particular,293
practical,97
partner,393
linda,151
placid,10
rink,57
skis,17
romance,70
burning,174
frozen,103
mention,255
goings,4
modern,425
elevator,155
haunted,57
ghosts,128
frightful,12
stuffed,50
shirts,52
mink,8
ties,64
skeletons,14
stockholders,4
sheep,105
sis,29
chase,149
actually,1660
definite,40
sloan,32
hobson,18
marjorie,29
mild,36
returned,517
expected,263
playroom,7
fourth,379
bite,142
leopold,31
sensitive,104
musician,139
hangover,13
interfered,13
performed,386
trapeze,4
ours,128
named,1153
cram,12
swing,92
spit,67
jittering,1
particularly,268
parts,324
nights,164
jaunts,1
holiday,171
financial,245
don,504
hers,79
frankly,75
stank,2
stage,555
sleepwalking,5
macbeth,7
teachers,108
porter,94
promising,43
humorous,12
episodes,159
nursing,68
strikers,16
jersey,250
directors,91
joan,297
arc,73
florence,83
nightingale,8
l,2186
fed,120
museum,486
marble,38
pillars,10
compared,137
chain,149
gang,232
thoroughly,35
enjoys,15
garden,209
recommend,56
changing,169
ideas,264
cock,56
eyed,56
affecting,30
hopes,73
earn,112
bitten,22
reverence,10
riches,20
quart,3
neddie,10
childhood,102
tune,83
concerto,21
f,824
boasting,6
lend,66
sacrifice,111
coaching,68
firstly,26
coupon,17
bank,548
lake,506
gilt,8
securities,13
rolling,146
woodlands,5
shares,74
tucked,15
vast,75
watchers,8
socially,23
whooziz,1
nope,160
guitars,60
strumming,4
evening,499
prominent,119
casually,14
onderkonk,1
cockfight,2
tuesday,88
rot,33
opposite,137
flip,70
flop,18
teach,266
alley,76
supposed,938
complicated,152
simplicity,29
fifth,238
avenue,212
frontage,7
asks,104
flattering,8
type,557
breath,168
qualities,45
announce,56
eve,152
ifs,4
curl,7
considered,441
background,521
january,871
loads,36
solid,213
merit,44
rumour,10
sterling,25
chap,49
section,367
sundays,33
reminds,78
example,474
reorganization,5
seaboard,14
utilities,15
shrewd,8
unfavourable,4
banking,46
pre,223
birth,269
advisable,8
arrives,63
finds,200
inquiry,39
subject,284
sofa,37
shorthand,9
courtroom,28
announced,305
pretext,3
upper,214
lip,66
impostor,5
traffic,188
sisters,126
telephoning,3
entertain,32
freedom,256
snow,129
yorker,18
july,927
whites,26
clarence,78
archer,68
fuller,30
evans,102
store,440
debts,43
worked,805
birthday,359
connections,78
except,529
roofing,4
wilmington,10
inclined,23
roofs,7
eastern,430
college,1166
harvard,126
vacations,9
steel,160
automobile,35
factory,180
garbage,97
admirable,16
carefully,95
permit,79
friday,220
boston,232
rearrange,7
engagements,7
meantime,70
civilized,20
offhand,1
luncheon,11
haberdasher,2
pattern,138
happens,549
necktie,3
chocolate,143
extremely,178
younger,212
financially,22
spiritually,6
possibilities,37
smoked,17
brand,171
quality,230
smoothly,12
pleasantly,3
explode,56
spirit,302
revolt,26
calmly,13
impulses,11
skyrockets,2
planned,247
engraved,10
invitations,20
hates,97
parties,171
seething,2
completely,469
arrangements,78
laura,170
shortly,180
midnight,126
divinely,3
somewhat,83
indisposed,4
headaches,20
announcement,68
dorothy,67
horrible,168
bunny,42
utter,10
approve,58
climber,4
furious,39
obviously,303
countess,44
club,1272
privilege,42
dull,54
impressive,114
oblige,5
promptly,27
hopeless,37
flourish,7
whims,4
shindig,10
funeral,214
realized,178
unlike,133
bottoms,20
agree,349
attend,109
tiresome,3
robert,687
highball,2
professor,636
nicholas,69
cloakroom,4
thayer,4
lacks,29
edgar,74
jennings,33
ruined,122
palace,166
emperor,322
caligula,3
became,1442
residence,108
gashouse,1
intrude,7
elliott,71
lectured,10
oatmeal,15
problem,1251
cent,60
porridge,8
definitely,350
orchestra,172
leader,408
warn,109
bride,75
toothpaste,13
whirl,9
slicked,1
meets,111
frightfully,2
entertained,15
group,1382
unimportant,12
learning,166
yacht,50
begun,72
champagne,124
toys,50
guest,250
romeo,44
juliet,22
breaks,116
characters,208
message,370
inform,48
presence,206
requested,91
embarrassing,77
persons,138
experience,348
violet,61
splitter,2
quietly,75
declaration,66
independence,145
according,732
bay,330
pete,239
witch,106
dopey,4
aware,185
dancehall,6
fox,167
haul,22
acting,290
ross,143
cinches,1
yield,23
political,590
arguments,42
rudeness,6
discuss,162
appreciation,31
success,331
fields,180
congratulate,32
anti,331
token,32
esteem,25
toastmaster,1
speechmaker,1
practicing,51
feats,7
acrobatic,3
uno,22
momento,8
oop,6
adjourned,13
entire,493
furnace,12
third,863
improve,112
nearest,45
precisely,85
understands,51
sha,32
disturbed,51
interfere,49
maid,105
distress,37
upsets,11
dying,302
manipulations,4
consider,235
honeymoon,61
mistaken,52
lasts,31
occupy,24
otherwise,236
awhile,24
strikes,59
antagonize,1
offering,142
energy,465
remotest,4
aiming,24
entertaining,38
waltz,21
dies,468
vested,15
interests,120
fathead,1
pathetic,80
fury,51
crystal,127
sentence,135
beaten,70
doubles,72
prosperous,9
thrilled,60
excite,4
argue,92
butt,202
acrobat,5
discontinued,35
planning,249
france,727
tea,341
peaked,82
hunting,150
bush,110
fate,115
loves,321
professorial,5
uncouth,4
todds,3
dinner,733
potters,6
pretending,75
hash,8
siding,15
agreed,276
avoid,178
scenes,100
stronger,118
decisions,96
resenting,5
resented,2
immense,17
determining,24
security,539
smugly,2
vault,36
worthies,1
endless,40
discussion,81
rottenest,1
contrary,60
outlook,26
merely,105
confused,142
straighten,39
confess,65
attitude,132
un,145
american,2030
devoted,67
piling,7
cracked,32
attentively,2
dreamer,12
variety,170
sickness,57
sets,130
compromise,42
fooled,37
clearing,54
finger,179
pictures,315
lifetime,139
eventually,412
counting,92
matters,212
apart,281
noticeable,17
dada,16
relish,5
furthest,4
rare,176
path,153
adage,6
smooth,111
observation,68
paramount,34
convinced,150
defer,7
reservation,41
objections,24
prearrange,1
honeymoons,4
itinerary,8
plymouth,31
southampton,34
proceed,79
london,905
british,866
scarcely,12
abroad,63
helen,111
addition,366
expenses,57
bovays,1
paris,525
adviser,18
minister,444
valuable,100
combining,29
ideal,58
genoa,14
route,669
lending,9
gift,235
occupied,126
soften,6
servants,65
possessions,31
obligations,18
opinion,186
relieved,57
passport,54
peanuts,21
fear,314
bucko,1
miserable,66
dearest,39
throne,86
oui,20
monsieur,66
wakened,1
signorine,1
signore,4
mesdames,3
et,255
messieurs,3
je,17
regrette,2
infiniment,1
charters,13
meine,6
damen,5
und,79
herren,6
bitte,5
sch,4
danke,18
register,167
deuce,12
henderson,22
boris,40
shaved,30
sheets,54
nt,58
cook,264
cheap,108
tours,58
avalunch,1
avalanches,2
bloop,2
disappear,89
avalance,1
chicken,232
magnum,49
bandrika,2
dictator,25
painting,221
red,898
meanwhile,128
heels,47
almighty,34
missed,358
budapest,14
