word1	word2	headline	joke
-	-	Serena Williams Writes Powerful Essay On How She Almost Died After Giving Birth	Serena wrote about nearly dying in childbirth—that's healthcare horror that needs to be heard.
-	-	Howard Stern Gives 'Wacko Party' Trump Fans A Brutal Election Reality Check	Howard told Trump fans the truth. Shock jock meets reality check.
-	-	Uvalde Police Officer Was On Phone With His Wife Before She Was Killed: Report	A cop was on the phone with his wife—before the shooter killed them both while he waited outside.
laughing	could	-	Stop laughing or I could start crying. He asked, Why? I replied, Because I could—it's my backup emotion.
think	metro	-	What do you think of the metro? I think it's a train. He said, That's not thinking, that's observing.
know	yale	-	I know Yale exists, but not my willpower around desserts.
know	monte	-	I know Monte would help, but he’s mysteriously offline again.
father	move	-	Father made a move. Wrong move. Still moving. Can't stop once you've started failing.
thing	formed	-	The thing formed? Chaos and crumbs.
body	thank	-	My body says thank you. I asked, For what? It replied, For finally listening—and by listening, I thank you for feeding me.
right	lately	-	You're right, I haven't been online lately—I've been online too much. ​
little	teams	-	I did a little work and expected the teams to cheer—silence.
first	likes	-	At first I posted for fun, now I carefully craft my jokes for three likes and a pity comment. ​
going	taught	-	I’m going where life taught me—mostly in circles.
give	lieutenant	-	Give me a lieutenant. I said, For what? He replied, To have someone below me on the ladder.
half	thank	-	Half thank for surviving the week, half panic.
hello	include	-	Hello, include me in your plans… unless it’s exercise.
well	subsequently	-	Well, subsequently, I realized I’d made a terrible decision.
thank	fire	-	Thank fire for existing. Now we fear our survival tools. Prometheus getting destroyed seemed fair in retrospect.
maybe	birthplace	-	Maybe your birthplace matters. Or maybe it's just geography of coincidence.
want	described	-	I want described accurately… but my handwriting says otherwise.
thank	million	-	Thank you a million times—even though I can only afford emotional payments.
really	guard	-	Really, guard your snacks from me!
hello	support	-	Hello, is this tech support? My brain froze again.
know	administrative	-	I know administrative tasks are scary—they multiply when you’re not looking.
many	check	-	"So many people say ""let me check my schedule"" when they really mean ""let me check my mood."" ​"
want	checked	-	I want checked off tasks… not my sanity.
mean	main	-	What do you mean by main? I mean the big one. He asked, Which big one?
want	grand	-	I want grand adventures… mostly to the fridge.
thank	province	-	Thank province for importing sweets!
money	north	-	Money goes north—probably to escape my spending habits.
right	klakring	-	You're right, Klakring does sound like a Norse god of spreadsheets. ​
mean	originally	-	I didn’t mean to be rude—originally, I planned to save that for later.
right	london	-	You’re right, London has great weather… said no one ever.
right	image	-	You’re right, that image is inspiring, but my couch still wins the argument. ​
like	titration	-	I like titration. My friend asked, Why? I replied, It's the only chemistry I understand.
anything	area	-	Ask me if I know anything about this area, and I’ll point confidently to the nearest food place. ​
working	honey	-	Working honey—mostly on snack strategy.
wait	running	-	Wait—are you running? From what? Reality moves at your speed now. Nowhere to go.
know	individual	-	I know each individual is unique—some more confusing than others.
never	whoo	-	"Never say ""whoo"" until you see the final grade. ​"
come	launched	-	People come for the free snacks when a product is launched and leave pretending they understood the presentation. ​
upstairs	also	-	Upstairs also fails. Comprehensive disappointment. Ground floor to ceiling.
want	championship	-	I want the championship, but my stamina wants a nap.
somebody	university	-	Somebody at the university whispered 'study'—we pretended not to hear.
right	observatory	-	You’re right, observatory views are better with chocolate.
wrong	phone	-	You got it wrong on the phone. I asked, What did I get wrong? He said, Everything.
told	season	-	I told the season to chill; winter took it personally.
seen	chuckles	-	Seen the documentary? It chuckles. Even the facts are laughing at us now.
give	born	-	I tried to give a speech about birthdays, but I wasn’t born for public speaking.
think	complete	-	I think my to-do list is complete… just kidding, never.
ready	heard	-	Ready—heard? No. Silence confirms we're not prepared. Never were.
well	walmart	-	Well, Walmart is the only place where you can buy milk, a lawnmower, and existential dread at 2 AM.
thank	seven	-	Thank you seven times because once never feels enough.
thank	standard	-	Thank standard rules… except for snack breaks.
really	channel	-	Is that really the channel? He said, Yes. I replied, Really? It seemed random.
thank	gold	-	"Thank you for the advice; I'll file it under ""sounds nice, costs gold."" ​"
good	belt	-	It’s good my belt fits; my motivation does not.
maybe	association	-	Maybe association helps. It doesn't. Group failure is just louder.
care	whoa	-	Care whoa—my caffeine is kicking in.
help	gasps	-	Help! My wallet gasps every time I look at prices.
come	built	-	Come on, I built this myself—lower your expectations.
please	defense	-	Please—defense mechanisms activate automatically. My personality is just trauma wearing a mask.
right	smoke	-	I tried to do the right thing, but the instructions disappeared in a puff of smoke.
think	size	-	I think size matters—especially for pizza.
believe	style	-	"You can believe in minimalism; my style is ""keep it if it has emotional damage attached."" ​"
come	marvin	-	Come meet Marvin. He's very here. Physically present but mentally elsewhere. Very Marvin.
girl	several	-	The girl answered several emails before breakfast, which legally makes her a superhero. ​
like	lightblue	-	I like light blue—it feels like the color equivalent of a deep breath.
going	listed	-	I was going to be productive but my name wasn’t listed.
good	naval	-	He’s good at naval terms—he waves hello a lot.
thank	exactly	-	Thank you exactly… no more, no less, my OCD appreciates it.
know	metro	-	I know the metro is crowded when even the air needs personal space.
good	flag	-	You’re a good flag—you wave even when life storms hit.
love	century	-	I love the century—especially the dessert decades.
tell	studies	-	Don’t tell me to focus on studies; my brain already took the day off.
help	laughs	-	Help! My laugh is contagious… and annoying.
think	studied	-	People think they studied enough until the exam paper introduces itself like a stranger. ​
away	richard	-	Away—Richard stays. He's anchored here. Very committed to regret.
made	whoo	-	We made it—whoo! Mediocrity achieved! The bar was in a hole. We dug down.
like	democratic	-	I like democratic decisions… as long as I get the last slice.
something	began	-	Something began vibrating—either my phone or my anxiety.
make	changed	-	If you make one tiny setting changed, the whole system suddenly needs a restart. ​
know	kingdom	-	I know the kingdom is vast—my responsibilities are not.
name	moment	-	I can't remember your name, but I'll never forget the moment you told it to me three times.
sure	summer	-	Are you sure about summer? He said, Yes. I replied, Summer disagrees.
together	born	-	We were born together in chaos and have been friends since.
thing	hello	-	The thing I hate is when people say hello and then forget why they came.
really	valley	-	I really got lost in that valley—Google Maps panicked too.
look	village	-	I look like I’m from a small village, but my attitude is big city.
thank	former	-	Thank the former manager—they left us with mysteries.
thank	november	-	Thank November for the fog—it hides the fact I’m unproductive.
told	power	-	I told power off… but it ignored my commands.
right	expanded	-	You're right—expanded. Into more regions. Disappointment is global now.
know	stopping	-	I know stopping isn’t an option—unless it’s for snacks.
going	english	-	I’m going English… mostly for tea and sarcasm.
thank	killer	-	Thank the killer—he's knocking on death's door. Or is death knocking on his?
going	remained	-	I’m going, but my snacks remained loyal to the table.
going	rule	-	Where's this going? Rule established. Failure: legal now.
want	squadron	-	I want a squadron of friends who remind me of deadlines.
understand	general	-	I understand the general idea—but the details fled the scene.
sure	century	-	You sure this won’t take a century? Because it feels like it.
think	richard	-	I think Richard is plotting… against my free time.
know	significant	-	I know it’s significant, but so is my need for sleep.
thank	main	-	Thank the main character—you survived another episode.
something	castle	-	Something happened at the castle. I asked, What? He replied, Castles happened—something always happens there, usually betrayal.
maybe	album	-	Maybe his album will drop this year—emphasis on maybe.
something	republic	-	Something's a republic. Democratic disaster. Everyone votes for worse.
